Groups:
artData =, artData[7], artData[6], artData[5], artData[4], artData[3], artData[2], artData[1], artData[0],  hex
artAddr =, artAddr[9], artAddr[8], artAddr[7], artAddr[6], artAddr[5], artAddr[4], artAddr[3], artAddr[2], artAddr[1], artAddr[0],  hex
ShiftWindowFilter:inst|fineAddr =, ShiftWindowFilter:inst|fineAddr[9], ShiftWindowFilter:inst|fineAddr[8], ShiftWindowFilter:inst|fineAddr[7], ShiftWindowFilter:inst|fineAddr[6], ShiftWindowFilter:inst|fineAddr[5], ShiftWindowFilter:inst|fineAddr[4], ShiftWindowFilter:inst|fineAddr[3], ShiftWindowFilter:inst|fineAddr[2], ShiftWindowFilter:inst|fineAddr[1], ShiftWindowFilter:inst|fineAddr[0],  hex

Data:
time unit: ns, artData, artData[7], artData[6], artData[5], artData[4], artData[3], artData[2], artData[1], artData[0], artAddr, artAddr[9], artAddr[8], artAddr[7], artAddr[6], artAddr[5], artAddr[4], artAddr[3], artAddr[2], artAddr[1], artAddr[0], ShiftWindowFilter:inst|fineAddr, ShiftWindowFilter:inst|fineAddr[9], ShiftWindowFilter:inst|fineAddr[8], ShiftWindowFilter:inst|fineAddr[7], ShiftWindowFilter:inst|fineAddr[6], ShiftWindowFilter:inst|fineAddr[5], ShiftWindowFilter:inst|fineAddr[4], ShiftWindowFilter:inst|fineAddr[3], ShiftWindowFilter:inst|fineAddr[2], ShiftWindowFilter:inst|fineAddr[1], ShiftWindowFilter:inst|fineAddr[0], artRD, artWR, artDIR, 
0, XX, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
17350, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17360, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17370, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17380, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17390, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17400, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17410, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17420, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17430, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17440, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17450, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17460, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17470, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17480, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17490, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17500, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17510, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17520, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17530, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17540, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17550, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17560, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17570, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17580, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17590, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17600, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17610, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17620, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17630, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17640, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17650, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17660, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17670, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17680, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17690, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17700, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17710, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17720, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17730, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17740, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17750, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17760, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17770, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17780, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17790, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17800, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17810, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17820, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17830, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17840, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17850, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17860, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17870, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17880, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17890, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17900, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17910, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17920, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17930, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17940, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17950, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17960, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17970, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17980, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
17990, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18000, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18010, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18020, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18030, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18040, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18050, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18060, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18070, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18080, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18090, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18100, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18110, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18120, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18130, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18140, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18150, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18160, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18170, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18180, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18190, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18200, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18210, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18220, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18230, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18240, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18250, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18260, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18270, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18280, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18290, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18300, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18310, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18320, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18330, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18340, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18350, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18360, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18370, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18380, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18390, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18400, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18410, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18420, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18430, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18440, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18450, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18460, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18470, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18480, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18490, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18500, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18510, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18520, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18530, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18540, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18550, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18560, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
18570, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
